FNR,KNR,REG,TYP,HA0,LSK,STT,ITT,POS,TER,MAD,SAA
UA 9168 ,358279,DAIWJ ,A320,HAM ,L,16.10.2023 08:30:00,16.10.2023 08:49:00,301B,2,GH  ,49
UA 9182 ,358284,DAIWA ,A320,BER ,L,16.10.2023 08:30:00,16.10.2023 08:40:00,308 ,2,GH  ,49
UA 9300 ,359294,DACNN ,CRJ9,LUX ,S,16.10.2023 08:30:00,16.10.2023 08:50:00,347N,2,GH  ,88
CA 6195 ,358639,DAIWG ,A320,MAD ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,317B,2,GH  ,88
NH 6097 ,358947,DAIWG ,A320,MAD ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,317B,2,GH  ,88
OS 7447 ,358998,DAIWG ,A320,MAD ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,317B,2,SPL ,88
LH 2079 ,357484,DAIWJ ,A320,HAM ,L,16.10.2023 08:30:00,16.10.2023 08:49:00,301B,2,GH  ,49
LH 1800 ,357248,DAIWG ,A320,MAD ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,317B,2,GH  ,88
LH 2316 ,358744,DACNN ,CRJ9,LUX ,S,16.10.2023 08:30:00,16.10.2023 08:50:00,347N,2,SPL ,88
LH 1782 ,357268,DAIWH ,A320,OPO ,S,16.10.2023 08:30:00,16.10.2023 08:45:00,317A,2,GH  ,88
NH 7878 ,358970,DACNN ,CRJ9,LUX ,S,16.10.2023 08:30:00,16.10.2023 08:50:00,347N,2,GH  ,88
CA 6145 ,358634,DAIUD ,A320,DUS ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,210B,2,GH  ,88
UA 9252 ,359285,DAIUD ,A320,DUS ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,210B,2,GH  ,88
AC 9063 ,358490,DACNN ,CRJ9,LUX ,S,16.10.2023 08:30:00,16.10.2023 08:50:00,347N,2,SPL ,88
AC 9283 ,358509,DAIUD ,A320,DUS ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,210B,2,SPL ,88
TG 7832 ,359127,DAIUD ,A320,DUS ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,210B,2,GH  ,88
TP 6672 ,359136,DAIWH ,A320,OPO ,S,16.10.2023 08:30:00,16.10.2023 08:45:00,317A,2,SPL ,88
LH 2006 ,357567,DAIUD ,A320,DUS ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,210B,2,GH  ,88
SQ 2104 ,359091,DAIWG ,A320,MAD ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,317B,2,GH  ,88
SQ 2162 ,359099,DAIUD ,A320,DUS ,S,16.10.2023 08:30:00,16.10.2023 08:30:00,210B,2,GH  ,88
LH 2311 ,357582,DACKH ,CRJ9,AMS ,L,16.10.2023 08:30:00,16.10.2023 08:47:00,234 ,2,SPL ,49
O8 7440 ,357917,SXMTO ,E75S,LBC ,L,16.10.2023 08:30:00,16.10.2023 08:49:00,174 ,1,GH  ,49
A3 1407 ,356677,DACKH ,CRJ9,AMS ,L,16.10.2023 08:30:00,16.10.2023 08:47:00,234 ,2,GH  ,49
A3 1563 ,356705,DAIWJ ,A320,HAM ,L,16.10.2023 08:30:00,16.10.2023 08:49:00,301B,2,GH  ,49
A3 1581 ,356709,DAIWA ,A320,BER ,L,16.10.2023 08:30:00,16.10.2023 08:40:00,308 ,2,GH  ,49
LH 1835 ,389383,DAIDK ,A321,,N,16.10.2023 08:30:00,16.10.2023 08:31:00,210B,,GH  ,49
LH 2447 ,389369,DAIRH ,A321,,N,16.10.2023 08:32:00,,321 ,,GH  ,99
NH 5413 ,358918,DAILS ,A319,BIO ,S,16.10.2023 08:35:00,16.10.2023 09:10:00,322 ,2,GH  ,88
NH 5439 ,358927,DAIJM ,A20N,HEL ,S,16.10.2023 08:35:00,16.10.2023 08:52:00,246 ,2,GH  ,88
UA 9098 ,359257,DAIJM ,A20N,HEL ,S,16.10.2023 08:35:00,16.10.2023 08:52:00,246 ,2,GH  ,88
EY 4191 ,358673,DAIJM ,A20N,HEL ,S,16.10.2023 08:35:00,16.10.2023 08:52:00,246 ,2,GH  ,88
OS 7437 ,358996,DAIJM ,A20N,HEL ,S,16.10.2023 08:35:00,16.10.2023 08:52:00,246 ,2,SPL ,88
NH 6147 ,358955,DAISZ ,A321,FCO ,S,16.10.2023 08:35:00,16.10.2023 08:50:00,252B,2,GH  ,88
UA 9454 ,359311,DAILS ,A319,BIO ,S,16.10.2023 08:35:00,16.10.2023 09:10:00,322 ,2,GH  ,88
LH 1866 ,357483,DAISZ ,A321,FCO ,S,16.10.2023 08:35:00,16.10.2023 08:50:00,252B,2,GH  ,88
UA 9288 ,359289,DAISZ ,A321,FCO ,S,16.10.2023 08:35:00,16.10.2023 08:50:00,252B,2,GH  ,88
AC 9256 ,358505,DAILS ,A319,BIO ,S,16.10.2023 08:35:00,16.10.2023 09:10:00,322 ,2,SPL ,88
LH 2460 ,357559,DAIJM ,A20N,HEL ,S,16.10.2023 08:35:00,16.10.2023 08:52:00,246 ,2,GH  ,88
AC 9590 ,358563,DAISZ ,A321,FCO ,S,16.10.2023 08:35:00,16.10.2023 08:50:00,252B,2,SPL ,88
LH 1824 ,357629,DAILS ,A319,BIO ,S,16.10.2023 08:35:00,16.10.2023 09:10:00,322 ,2,GH  ,88
AC 9462 ,358538,DAIJM ,A20N,HEL ,S,16.10.2023 08:35:00,16.10.2023 08:52:00,246 ,2,SPL ,88
ENT 511 ,357041,SPEXC ,B38M,DEB ,L,16.10.2023 08:40:00,16.10.2023 08:47:00,135 ,1,GH  ,49
NH 5430 ,358922,DAIWI ,A320,OSL ,S,16.10.2023 08:40:00,16.10.2023 08:40:00,244 ,2,GH  ,88
DL 9563 ,356961,PHEXM ,E75L,AMS ,L,16.10.2023 08:40:00,16.10.2023 08:44:00,193 ,1,GH  ,49
LH 2452 ,357429,DAIWI ,A320,OSL ,S,16.10.2023 08:40:00,16.10.2023 08:40:00,244 ,2,GH  ,88
PS 9491 ,357989,PHEXM ,E75L,AMS ,L,16.10.2023 08:40:00,16.10.2023 08:44:00,193 ,1,SPL ,49
KQ 1791 ,357153,PHEXM ,E75L,AMS ,L,16.10.2023 08:40:00,16.10.2023 08:44:00,193 ,1,GH  ,49
AC 9641 ,358573,DAIWI ,A320,OSL ,S,16.10.2023 08:40:00,16.10.2023 08:40:00,244 ,2,SPL ,88
UA 8723 ,359210,DAIWI ,A320,OSL ,S,16.10.2023 08:40:00,16.10.2023 08:40:00,244 ,2,GH  ,88
KL 1791 ,357127,PHEXM ,E75L,AMS ,L,16.10.2023 08:40:00,16.10.2023 08:44:00,193 ,1,SPL ,49
UA 9172 ,358280,DAIWC ,A320,DUS ,L,16.10.2023 08:40:00,16.10.2023 08:42:00,353B,2,GH  ,49
UA 9311 ,359295,DAIEL ,A21N,ATH ,S,16.10.2023 08:40:00,16.10.2023 08:50:00,253 ,2,GH  ,88
NH 6194 ,358961,DAIEL ,A21N,ATH ,S,16.10.2023 08:40:00,16.10.2023 08:50:00,253 ,2,GH  ,88
MF 9377 ,357836,PHEXM ,E75L,AMS ,L,16.10.2023 08:40:00,16.10.2023 08:44:00,193 ,1,GH  ,49
LH 1750 ,357218,DAIEL ,A21N,ATH ,S,16.10.2023 08:40:00,16.10.2023 08:50:00,253 ,2,GH  ,88
LH 1832 ,358728,DAIUE ,A320,AGP ,S,16.10.2023 08:40:00,16.10.2023 08:44:00,245 ,2,GH  ,88
SK 3678 ,359061,DAIWI ,A320,OSL ,S,16.10.2023 08:40:00,16.10.2023 08:40:00,244 ,2,SPL ,88
LH 2035 ,357464,DAIWC ,A320,DUS ,L,16.10.2023 08:40:00,16.10.2023 08:42:00,353B,2,GH  ,49
AC 9304 ,358512,DAIEL ,A21N,ATH ,S,16.10.2023 08:40:00,16.10.2023 08:50:00,253 ,2,SPL ,88
A3 1804 ,358455,DAIEL ,A21N,ATH ,S,16.10.2023 08:40:00,16.10.2023 08:50:00,253 ,2,GH  ,88
MU 1593 ,357857,PHEXM ,E75L,AMS ,L,16.10.2023 08:40:00,16.10.2023 08:44:00,193 ,1,SPL ,49
GA 9017 ,357096,PHEXM ,E75L,AMS ,L,16.10.2023 08:40:00,16.10.2023 08:44:00,193 ,1,GH  ,49
CZ 1379 ,356940,PHEXM ,E75L,AMS ,L,16.10.2023 08:40:00,16.10.2023 08:44:00,193 ,1,GH  ,49
LH 3823 ,357690,,BUS ,AUB ,L,16.10.2023 08:45:00,,,2,GH  ,01
OU 5426 ,359013,DAIDH ,A321,HAM ,S,16.10.2023 08:45:00,16.10.2023 09:15:00,217B,2,GH  ,88
UA 9561 ,359327,DAIDH ,A321,HAM ,S,16.10.2023 08:45:00,16.10.2023 09:15:00,217B,2,GH  ,88
LH 2054 ,357496,DAIDH ,A321,HAM ,S,16.10.2023 08:45:00,16.10.2023 09:15:00,217B,2,GH  ,88
LG 9732 ,357165,LXLGE ,DH8D,LUX ,S,16.10.2023 08:45:00,16.10.2023 09:05:00,514S,2,SPL ,88
CA 6169 ,358637,DAIDH ,A321,HAM ,S,16.10.2023 08:45:00,16.10.2023 09:15:00,217B,2,GH  ,88
AC 9578 ,358558,DAIDH ,A321,HAM ,S,16.10.2023 08:45:00,16.10.2023 09:15:00,217B,2,SPL ,88
EY 4169 ,371796,DAILY ,A319,TLL ,S,16.10.2023 08:50:00,16.10.2023 09:11:00,323 ,2,GH  ,88
LH 1842 ,357684,DAIEG ,A21N,VLC ,S,16.10.2023 08:50:00,16.10.2023 09:07:00,302A,2,GH  ,88
EY 4196 ,358674,DAIEG ,A21N,VLC ,S,16.10.2023 08:50:00,16.10.2023 09:07:00,302A,2,GH  ,88
LH 2404 ,357244,DAILY ,A319,TLL ,S,16.10.2023 08:50:00,16.10.2023 09:11:00,323 ,2,GH  ,88
NH 5426 ,358920,DAIZN ,A320,MAN ,S,16.10.2023 08:55:00,16.10.2023 09:22:00,247 ,2,GH  ,88
UA 8885 ,359230,DAINV ,A20N,LHR ,S,16.10.2023 08:55:00,16.10.2023 09:10:00,248A,2,GH  ,88
AC 6318 ,371790,OOTCQ ,A320,BRU ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,352B,2,SPL ,88
NH 6083 ,358942,DAIUF ,A320,ARN ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,207A,2,GH  ,88
UA 8754 ,359213,DAIZN ,A320,MAN ,S,16.10.2023 08:55:00,16.10.2023 09:22:00,247 ,2,GH  ,88
NH 6143 ,358953,DAINV ,A20N,LHR ,S,16.10.2023 08:55:00,16.10.2023 09:10:00,248A,2,GH  ,88
OS 7373 ,358990,DAIZN ,A320,MAN ,S,16.10.2023 08:55:00,16.10.2023 09:22:00,247 ,2,SPL ,88
UA 9222 ,359278,DAIUF ,A320,ARN ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,207A,2,GH  ,88
LH 2414 ,357530,DAIUF ,A320,ARN ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,207A,2,GH  ,88
SK 3632 ,359053,DAIUF ,A320,ARN ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,207A,2,SPL ,88
SN 2642 ,358045,OOTCQ ,A320,BRU ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,352B,2,SPL ,88
DE 1600 ,358659,DAICR ,A320,HER ,S,16.10.2023 08:55:00,16.10.2023 08:55:00,194 ,1,GH  ,88
LH 5988 ,358794,9ACQA ,DH8D,ZAG ,S,16.10.2023 08:55:00,16.10.2023 09:20:00,348N,2,GH  ,88
LH 2472 ,357392,DAINV ,A20N,LHR ,S,16.10.2023 08:55:00,16.10.2023 09:10:00,248A,2,GH  ,88
AC 9589 ,358562,DAIUF ,A320,ARN ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,207A,2,SPL ,88
EW 6615 ,357070,9HEUR ,A320,PRN ,S,16.10.2023 08:55:00,16.10.2023 09:15:00,188 ,1,SPL ,88
LH 2500 ,357623,DAIZN ,A320,MAN ,S,16.10.2023 08:55:00,16.10.2023 09:22:00,247 ,2,GH  ,88
LH 5370 ,358775,9HEUR ,A320,PRN ,S,16.10.2023 08:55:00,16.10.2023 09:15:00,188 ,1,GH  ,88
LH 5628 ,358782,OOTCQ ,A320,BRU ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,352B,2,GH  ,88
SQ 2411 ,359117,9ACQA ,DH8D,ZAG ,S,16.10.2023 08:55:00,16.10.2023 09:20:00,348N,2,GH  ,88
SQ 2806 ,359118,OOTCQ ,A320,BRU ,S,16.10.2023 08:55:00,16.10.2023 09:25:00,352B,2,GH  ,88
OU 4437 ,357961,9ACQA ,DH8D,ZAG ,S,16.10.2023 08:55:00,16.10.2023 09:20:00,348N,2,GH  ,88
AC 2977 ,358468,9ACQA ,DH8D,ZAG ,S,16.10.2023 08:55:00,16.10.2023 09:20:00,348N,2,SPL ,88
UA 8945 ,359240,DAIEN ,A21N,FRA ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,214 ,2,GH  ,88
NH 6077 ,358940,DAIDM ,A321,BCN ,S,16.10.2023 09:00:00,16.10.2023 09:51:00,330 ,2,GH  ,88
LH 5362 ,357705,DAGWO ,A319,DUS ,L,16.10.2023 09:00:00,16.10.2023 08:51:00,185 ,1,GH  ,49
AC 9656 ,358574,DAISN ,A321,IBZ ,S,16.10.2023 09:00:00,16.10.2023 09:40:00,329 ,2,SPL ,88
AC 9732 ,358578,DAIEJ ,A21N,OTP ,S,16.10.2023 09:00:00,16.10.2023 09:09:00,220B,2,SPL ,88
NH 5436 ,358925,DAIEN ,A21N,FRA ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,214 ,2,GH  ,88
NH 6177 ,358960,DAIBD ,A319,AMS ,S,16.10.2023 09:00:00,16.10.2023 09:21:00,251B,2,GH  ,88
UA 9189 ,359274,DACNO ,CRJ9,BER ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,233 ,2,GH  ,88
UA 9218 ,359277,DAIEJ ,A21N,OTP ,S,16.10.2023 09:00:00,16.10.2023 09:09:00,220B,2,GH  ,88
OU 5430 ,359015,DACNO ,CRJ9,BER ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,233 ,2,GH  ,88
LH 2302 ,357286,DAIBD ,A319,AMS ,S,16.10.2023 09:00:00,16.10.2023 09:21:00,251B,2,GH  ,88
LH 1810 ,358727,DAIDM ,A321,BCN ,S,16.10.2023 09:00:00,16.10.2023 09:51:00,330 ,2,GH  ,88
LH  099 ,357167,DAIEN ,A21N,FRA ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,214 ,2,SPL ,88
LH 6259 ,357731,EIGED ,CRJ9,CPH ,L,16.10.2023 09:00:00,16.10.2023 08:55:00,341N,2,SPL ,49
SK  661 ,358005,EIGED ,CRJ9,CPH ,L,16.10.2023 09:00:00,16.10.2023 08:55:00,341N,2,SPL ,49
KM 2950 ,358709,DAIUA ,A320,CTA ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,310 ,2,GH  ,88
EY 4178 ,358671,DAIDM ,A321,BCN ,S,16.10.2023 09:00:00,16.10.2023 09:51:00,330 ,2,GH  ,88
CA 6067 ,358628,DAIDM ,A321,BCN ,S,16.10.2023 09:00:00,16.10.2023 09:51:00,330 ,2,GH  ,88
UA 9289 ,359290,DAIDM ,A321,BCN ,S,16.10.2023 09:00:00,16.10.2023 09:51:00,330 ,2,GH  ,88
LH 4452 ,358760,LZFSC ,A321,RIX ,S,16.10.2023 09:00:00,16.10.2023 09:35:00,353A,2,GH  ,88
TG 7852 ,359131,DAIBD ,A319,AMS ,S,16.10.2023 09:00:00,16.10.2023 09:21:00,251B,2,GH  ,88
TG 7927 ,359132,DAIEN ,A21N,FRA ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,214 ,2,GH  ,88
AC 9347 ,358523,DAIEN ,A21N,FRA ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,214 ,2,SPL ,88
LH 1906 ,357396,DAIUA ,A320,CTA ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,310 ,2,GH  ,88
AC 9581 ,358559,DAIDM ,A321,BCN ,S,16.10.2023 09:00:00,16.10.2023 09:51:00,330 ,2,SPL ,88
EW 9082 ,357067,DAGWO ,A319,DUS ,L,16.10.2023 09:00:00,16.10.2023 08:51:00,185 ,1,SPL ,49
AC 9508 ,358548,DACNO ,CRJ9,BER ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,233 ,2,SPL ,88
AC 9510 ,358549,DAIBD ,A319,AMS ,S,16.10.2023 09:00:00,16.10.2023 09:21:00,251B,2,SPL ,88
SQ 2113 ,359092,DAIEN ,A21N,FRA ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,214 ,2,GH  ,88
LH 1934 ,357633,DACNO ,CRJ9,BER ,S,16.10.2023 09:00:00,16.10.2023 09:25:00,233 ,2,SPL ,88
LH 1846 ,357641,DAISN ,A321,IBZ ,S,16.10.2023 09:00:00,16.10.2023 09:40:00,329 ,2,GH  ,88
SQ 2240 ,359113,DAIDM ,A321,BCN ,S,16.10.2023 09:00:00,16.10.2023 09:51:00,330 ,2,GH  ,88
LH 1650 ,357321,DAIEJ ,A21N,OTP ,S,16.10.2023 09:00:00,16.10.2023 09:09:00,220B,2,GH  ,88
AC 9925 ,356851,EIGED ,CRJ9,CPH ,L,16.10.2023 09:00:00,16.10.2023 08:55:00,341N,2,SPL ,49
BT  222 ,356908,LZFSC ,A321,RIX ,S,16.10.2023 09:00:00,16.10.2023 09:35:00,353A,2,SPL ,88
EW  091 ,357048,OKTSD ,B738,CGN ,S,16.10.2023 09:05:00,16.10.2023 09:45:00,119 ,1,SPL ,88
LY  353 ,357826,4XEKJ ,B738,TLV ,L,16.10.2023 09:05:00,16.10.2023 09:31:00,163 ,1,GH  ,49
LX 1101 ,357813,HBAZF ,E290,ZRH ,S,16.10.2023 09:05:00,16.10.2023 09:05:00,311 ,2,SPL ,88
UA 6907 ,358228,TCLOD ,A333,IST ,L,16.10.2023 09:05:00,16.10.2023 09:11:00,115B,1,GH  ,49
LH 5355 ,358771,OKTSD ,B738,CGN ,S,16.10.2023 09:05:00,16.10.2023 09:45:00,119 ,1,SPL ,88
SQ 2901 ,359122,HBAZF ,E290,ZRH ,S,16.10.2023 09:05:00,16.10.2023 09:05:00,311 ,2,GH  ,88
LH 1686 ,357583,DACKH ,CRJ9,DEB ,S,16.10.2023 09:05:00,16.10.2023 09:40:00,234 ,2,SPL ,88
TK 1629 ,358126,TCLOD ,A333,IST ,L,16.10.2023 09:05:00,16.10.2023 09:11:00,115B,1,GH  ,49
LH 5748 ,358787,HBAZF ,E290,ZRH ,S,16.10.2023 09:05:00,16.10.2023 09:05:00,311 ,2,GH  ,88
AA 8380 ,356736,4XEKJ ,B738,TLV ,L,16.10.2023 09:05:00,16.10.2023 09:31:00,163 ,1,SPL ,49
GF 6018 ,357101,TCLOD ,A333,IST ,L,16.10.2023 09:05:00,16.10.2023 09:11:00,115B,1,GH  ,49
ELG 052 ,371795,DISLT ,C25A,LSGG,S,16.10.2023 09:10:00,16.10.2023 09:00:00,583S, ,GH  ,88
LH 4843 ,357696,TCSUU ,B738,ADA ,L,16.10.2023 09:10:00,16.10.2023 09:24:00,113B,1,SPL ,49
XQ  746 ,358412,TCSUU ,B738,ADA ,L,16.10.2023 09:10:00,16.10.2023 09:24:00,113B,1,SPL ,49
VY 1812 ,358370,ECMVD ,A320,BCN ,L,16.10.2023 09:10:00,16.10.2023 08:58:00,121 ,1,SPL ,49
LH 1914 ,358729,DAIUW ,A320,PMO ,S,16.10.2023 09:10:00,16.10.2023 09:45:00,205B,2,GH  ,88
LH  096 ,357168,DAIZC ,A320,FRA ,L,16.10.2023 09:10:00,16.10.2023 09:15:00,215A,2,SPL ,49
SQ 2016 ,358071,DAIZC ,A320,FRA ,L,16.10.2023 09:10:00,16.10.2023 09:15:00,215A,2,GH  ,49
EZY8637 ,357089,GEZOM ,A320,LGW ,L,16.10.2023 09:10:00,16.10.2023 09:00:00,111 ,1,SPL ,49
AC 9415 ,356810,DAIZC ,A320,FRA ,L,16.10.2023 09:10:00,16.10.2023 09:15:00,215A,2,SPL ,49
IB 5082 ,357111,ECMVD ,A320,BCN ,L,16.10.2023 09:10:00,16.10.2023 08:58:00,121 ,1,SPL ,49
CX 6717 ,356937,DAIZC ,A320,FRA ,L,16.10.2023 09:10:00,16.10.2023 09:15:00,215A,2,GH  ,49
UA 9260 ,358299,DAIHT ,A346,CLT ,L,16.10.2023 09:15:00,16.10.2023 08:56:00,253 ,2,GH  ,49
UA 8903 ,358256,DAIMK ,A388,BOS ,L,16.10.2023 09:15:00,16.10.2023 09:27:00,317 ,2,GH  ,49
LH 5721 ,357718,SPLIQ ,E75S,WAW ,L,16.10.2023 09:15:00,16.10.2023 09:08:00,245 ,2,GH  ,49
AY 4194 ,358613,790AN ,B772,CLT ,S,16.10.2023 09:15:00,16.10.2023 09:25:00,164 ,1,SPL ,88
BA 1631 ,358618,790AN ,B772,CLT ,S,16.10.2023 09:15:00,16.10.2023 09:25:00,164 ,1,SPL ,88
LX 4037 ,357825,DAIHT ,A346,CLT ,L,16.10.2023 09:15:00,16.10.2023 08:56:00,253 ,2,SPL ,49
IB 4062 ,358686,790AN ,B772,CLT ,S,16.10.2023 09:15:00,16.10.2023 09:25:00,164 ,1,SPL ,88
SQ 2351 ,358100,SPLIQ ,E75S,WAW ,L,16.10.2023 09:15:00,16.10.2023 09:08:00,245 ,2,GH  ,49
LO  351 ,357792,SPLIQ ,E75S,WAW ,L,16.10.2023 09:15:00,16.10.2023 09:08:00,245 ,2,GH  ,49
SN 7241 ,358063,DAIMK ,A388,BOS ,L,16.10.2023 09:15:00,16.10.2023 09:27:00,317 ,2,SPL ,49
LH  425 ,357196,DAIMK ,A388,BOS ,L,16.10.2023 09:15:00,16.10.2023 09:27:00,317 ,2,GH  ,49
LH  429 ,357198,DAIHT ,A346,CLT ,L,16.10.2023 09:15:00,16.10.2023 08:56:00,253 ,2,GH  ,49
NH 6704 ,357905,SPLIQ ,E75S,WAW ,L,16.10.2023 09:15:00,16.10.2023 09:08:00,245 ,2,GH  ,49
O8 7441 ,357918,SXMTO ,E75S,LBC ,S,16.10.2023 09:15:00,16.10.2023 10:10:00,174 ,1,GH  ,88
AA  717 ,356728,790AN ,B772,CLT ,S,16.10.2023 09:15:00,16.10.2023 09:25:00,164 ,1,SPL ,88
AC 9454 ,356820,DAIMK ,A388,BOS ,L,16.10.2023 09:15:00,16.10.2023 09:27:00,317 ,2,SPL ,49
=389398 ,389398,DHBPC ,EC35,MUC ,S,16.10.2023 09:15:00,,M3P ,,GH  ,99
=389401 ,389401,DHBPD ,EC35,MUC ,S,16.10.2023 09:15:00,,M3P ,,GH  ,88
NH 5424 ,358919,DAILP ,A319,BHX ,S,16.10.2023 09:20:00,16.10.2023 09:30:00,301A,2,GH  ,88
AC 9602 ,358567,DAIWE ,A320,SOF ,S,16.10.2023 09:20:00,16.10.2023 09:45:00,223B,2,SPL ,88
UA 9246 ,359282,DAIWE ,A320,SOF ,S,16.10.2023 09:20:00,16.10.2023 09:45:00,223B,2,GH  ,88
SQ 2850 ,358104,SXNEM ,A20N,SKG ,L,16.10.2023 09:20:00,16.10.2023 09:28:00,309 ,2,GH  ,49
LH 5931 ,357725,SXNEM ,A20N,SKG ,L,16.10.2023 09:20:00,16.10.2023 09:28:00,309 ,2,GH  ,49
NH 7890 ,358972,DAIWE ,A320,SOF ,S,16.10.2023 09:20:00,16.10.2023 09:45:00,223B,2,GH  ,88
LX 3816 ,358884,DAIWE ,A320,SOF ,S,16.10.2023 09:20:00,16.10.2023 09:45:00,223B,2,SPL ,88
SQ 2168 ,359102,DAIWE ,A320,SOF ,S,16.10.2023 09:20:00,16.10.2023 09:45:00,223B,2,GH  ,88
LH 1702 ,357308,DAIWE ,A320,SOF ,S,16.10.2023 09:20:00,16.10.2023 09:45:00,223B,2,GH  ,88
TP 7403 ,358154,SXNEM ,A20N,SKG ,L,16.10.2023 09:20:00,16.10.2023 09:28:00,309 ,2,SPL ,49
LH 2508 ,358749,DAILP ,A319,BHX ,S,16.10.2023 09:20:00,16.10.2023 09:30:00,301A,2,GH  ,88
AC 6041 ,356749,SXNEM ,A20N,SKG ,L,16.10.2023 09:20:00,16.10.2023 09:28:00,309 ,2,SPL ,49
A3  500 ,356668,SXNEM ,A20N,SKG ,L,16.10.2023 09:20:00,16.10.2023 09:28:00,309 ,2,GH  ,49
AM 6535 ,358602,PHEXM ,E75L,AMS ,S,16.10.2023 09:25:00,16.10.2023 09:40:00,193 ,1,GH  ,88
NH 5428 ,358921,DAIJI ,A20N,GOT ,S,16.10.2023 09:25:00,16.10.2023 09:37:00,312 ,2,GH  ,88
VJT 678 ,371784,9HPART,BE20,LMML,L,16.10.2023 09:25:00,16.10.2023 09:20:00,593N, ,GH  ,49
MF 9378 ,358894,PHEXM ,E75L,AMS ,S,16.10.2023 09:25:00,16.10.2023 09:40:00,193 ,1,GH  ,88
UA 8738 ,359212,DAIXF ,A359,ORD ,S,16.10.2023 09:25:00,16.10.2023 09:35:00,255 ,2,GH  ,88
KL 1792 ,357128,PHEXM ,E75L,AMS ,S,16.10.2023 09:25:00,16.10.2023 09:40:00,193 ,1,SPL ,88
UA 9443 ,359306,DAIJI ,A20N,GOT ,S,16.10.2023 09:25:00,16.10.2023 09:37:00,312 ,2,GH  ,88
PC 7725 ,359024,PHEXM ,E75L,AMS ,S,16.10.2023 09:25:00,16.10.2023 09:40:00,193 ,1,GH  ,88
XQ  134 ,358408,LYNVL ,A320,AYT ,L,16.10.2023 09:25:00,16.10.2023 09:57:00,112 ,1,SPL ,49
LH 9587 ,357785,LYNVL ,A320,AYT ,L,16.10.2023 09:25:00,16.10.2023 09:57:00,112 ,1,GH  ,49
SK 3630 ,359052,DAIJI ,A20N,GOT ,S,16.10.2023 09:25:00,16.10.2023 09:37:00,312 ,2,SPL ,88
KQ 1792 ,358711,PHEXM ,E75L,AMS ,S,16.10.2023 09:25:00,16.10.2023 09:40:00,193 ,1,GH  ,88
LH  436 ,358722,DAIXF ,A359,ORD ,S,16.10.2023 09:25:00,16.10.2023 09:35:00,255 ,2,GH  ,88
CZ 7676 ,358651,PHEXM ,E75L,AMS ,S,16.10.2023 09:25:00,16.10.2023 09:40:00,193 ,1,GH  ,88
DL 9572 ,358662,PHEXM ,E75L,AMS ,S,16.10.2023 09:25:00,16.10.2023 09:40:00,193 ,1,GH  ,88
EY 3792 ,358670,DAIJI ,A20N,GOT ,S,16.10.2023 09:25:00,16.10.2023 09:37:00,312 ,2,GH  ,88
LH 2428 ,357651,DAIJI ,A20N,GOT ,S,16.10.2023 09:25:00,16.10.2023 09:37:00,312 ,2,GH  ,88
LH 1712 ,357548,DAIWD ,A320,TIA ,S,16.10.2023 09:25:00,16.10.2023 09:40:00,249A,2,GH  ,88
AC 9577 ,358557,DAIJI ,A20N,GOT ,S,16.10.2023 09:25:00,16.10.2023 09:37:00,312 ,2,SPL ,88
AC 9469 ,358540,DAIXF ,A359,ORD ,S,16.10.2023 09:25:00,16.10.2023 09:35:00,255 ,2,SPL ,88
AM 5762 ,371766,FGRHY ,A319,CDG ,L,16.10.2023 09:30:00,16.10.2023 09:50:00,188 ,1,GH  ,49
DL  130 ,356954,828MH ,B764,ATL ,L,16.10.2023 09:30:00,16.10.2023 09:03:00,162 ,1,GH  ,49
DL 8636 ,356957,FGRHY ,A319,CDG ,L,16.10.2023 09:30:00,16.10.2023 09:50:00,188 ,1,GH  ,49
KL 6130 ,357139,828MH ,B764,ATL ,L,16.10.2023 09:30:00,16.10.2023 09:03:00,162 ,1,SPL ,49
