FNR,KNR,REG,TYP,HA0,LSK,STT,ITT,POS,TER,MAD,SAA
BR  072 ,356906,B17881,B789,TPE ,S,16.10.2023 12:00:00,16.10.2023 12:15:00,212A,2,GH  ,88
LH  715 ,389411,DAIXI ,A359,,N,16.10.2023 12:05:00,16.10.2023 11:58:00,603 ,,GH  ,49
UA 8871 ,359227,,A388,JFK ,S,16.10.2023 12:10:00,,,2,GH  ,53
SK 3318 ,371804,DAIBF ,A319,BIO ,S,16.10.2023 12:10:00,16.10.2023 12:25:00,329 ,2,SPL ,88
UA 9332 ,371806,DAIBF ,A319,BIO ,S,16.10.2023 12:10:00,16.10.2023 12:25:00,329 ,2,GH  ,88
AC 9341 ,371792,DAIBF ,A319,BIO ,S,16.10.2023 12:10:00,16.10.2023 12:25:00,329 ,2,SPL ,88
KM  307 ,357141,9HNEC ,A20N,MLA ,S,16.10.2023 12:10:00,16.10.2023 12:20:00,246 ,2,GH  ,88
UA 9103 ,359258,DAIZO ,A320,CDG ,S,16.10.2023 12:10:00,16.10.2023 12:13:00,247 ,2,GH  ,88
LX 4054 ,358888,,A359,MEX ,S,16.10.2023 12:10:00,,,2,SPL ,53
MBU6022 ,358890,LYNFK ,A321,HRG ,S,16.10.2023 12:10:00,16.10.2023 12:10:00,186 ,1,GH  ,88
LH  520 ,357228,DAIXG ,A359,MEX ,S,16.10.2023 12:10:00,16.10.2023 12:45:00,219A,2,GH  ,80
A3 1442 ,358424,DAIZO ,A320,CDG ,S,16.10.2023 12:10:00,16.10.2023 12:13:00,247 ,2,GH  ,88
LH  410 ,357197,DAIML ,A388,JFK ,S,16.10.2023 12:10:00,16.10.2023 12:25:00,318 ,2,GH  ,86
QR 4807 ,359029,9HNEC ,A20N,MLA ,S,16.10.2023 12:10:00,16.10.2023 12:20:00,246 ,2,GH  ,88
BT 6062 ,358625,9HNEC ,A20N,MLA ,S,16.10.2023 12:10:00,16.10.2023 12:20:00,246 ,2,SPL ,88
LH 6306 ,358799,9HNEC ,A20N,MLA ,S,16.10.2023 12:10:00,16.10.2023 12:20:00,246 ,2,GH  ,88
SN 7234 ,359081,,A388,JFK ,S,16.10.2023 12:10:00,,,2,SPL ,53
LH 1826 ,357446,DAIBF ,A319,BIO ,S,16.10.2023 12:10:00,16.10.2023 12:25:00,329 ,2,GH  ,88
LH 2230 ,357412,DAIZO ,A320,CDG ,S,16.10.2023 12:10:00,16.10.2023 12:13:00,247 ,2,GH  ,88
LH  475 ,386554,DAIVD ,A359,,F,16.10.2023 12:15:00,,214 ,,GH  ,99
AT 5481 ,371794,,A319,MAD ,S,16.10.2023 12:15:00,,,1,GH  ,53
BT 5169 ,358620,,A319,MAD ,S,16.10.2023 12:15:00,,,1,SPL ,53
UA 9158 ,359263,DAISJ ,A321,ARN ,S,16.10.2023 12:15:00,16.10.2023 12:36:00,308 ,2,GH  ,88
SK 3656 ,359058,DAISJ ,A321,ARN ,S,16.10.2023 12:15:00,16.10.2023 12:36:00,308 ,2,SPL ,88
X3 4807 ,358402,DAMAB ,B38M,KGS ,L,16.10.2023 12:15:00,16.10.2023 12:19:00,119 ,1,SPL ,39
KM 2902 ,358707,DAISJ ,A321,ARN ,S,16.10.2023 12:15:00,16.10.2023 12:36:00,308 ,2,GH  ,88
LA 1606 ,358718,,A319,MAD ,S,16.10.2023 12:15:00,,,1,GH  ,53
VY 5087 ,359353,,A319,MAD ,S,16.10.2023 12:15:00,,,1,SPL ,53
OB 5315 ,358978,,A319,MAD ,S,16.10.2023 12:15:00,,,1,GH  ,53
AC 9293 ,358510,DAISJ ,A321,ARN ,S,16.10.2023 12:15:00,16.10.2023 12:36:00,308 ,2,SPL ,88
LH 2416 ,357345,DAISJ ,A321,ARN ,S,16.10.2023 12:15:00,16.10.2023 12:36:00,308 ,2,GH  ,88
A3 1478 ,358428,DAISJ ,A321,ARN ,S,16.10.2023 12:15:00,16.10.2023 12:36:00,308 ,2,GH  ,88
AA 8514 ,358465,,A319,MAD ,S,16.10.2023 12:15:00,,,1,SPL ,53
IB 3191 ,357108,ECJEI ,A319,MAD ,S,16.10.2023 12:15:00,16.10.2023 12:40:00,121 ,1,SPL ,86
AC 3939 ,371787,,B772,IAD ,S,16.10.2023 12:20:00,,,2,SPL ,53
VY 3840 ,358374,ECKDT ,A320,PMI ,L,16.10.2023 12:20:00,16.10.2023 11:47:00,115A,1,SPL ,48
LH 9280 ,358822,,B772,IAD ,S,16.10.2023 12:20:00,,,2,GH  ,53
UA  109 ,358223,229UA ,B772,IAD ,S,16.10.2023 12:20:00,16.10.2023 12:48:00,262 ,2,GH  ,72
AC 5979 ,358473,,B772,IAD ,S,16.10.2023 12:20:00,,,2,SPL ,53
IB 5391 ,357113,,A320,PMI ,L,16.10.2023 12:20:00,,,1,SPL ,03
AI 8762 ,358590,,A359,DEL ,S,16.10.2023 12:25:00,,,2,GH  ,53
LH 9591 ,357786,,B738,AYT ,L,16.10.2023 12:25:00,,,1,SPL ,03
SK 3596 ,359049,,A359,DEL ,S,16.10.2023 12:25:00,,,2,SPL ,53
LH  762 ,357208,DAIVC ,A359,DEL ,S,16.10.2023 12:25:00,16.10.2023 12:35:00,251B,2,GH  ,86
XQ  130 ,358404,TCSEK ,B738,AYT ,L,16.10.2023 12:25:00,16.10.2023 12:22:00,110 ,1,SPL ,39
AC 9588 ,358561,,A359,DEL ,S,16.10.2023 12:25:00,,,2,SPL ,53
LH 1867 ,357378,DAISZ ,A321,FCO ,L,16.10.2023 12:25:00,16.10.2023 13:17:00,212B,2,GH  ,15
LH  475 ,386555,DAIVD ,A359,,N,16.10.2023 12:30:00,,214 ,,GH  ,99
UA 8860 ,359225,,A359,LAX ,S,16.10.2023 12:30:00,,,2,GH  ,53
LX 4036 ,358887,,A346,CLT ,S,16.10.2023 12:30:00,,,2,SPL ,53
LH 9863Z,357791,DAIMM ,A388,VIE ,L,16.10.2023 12:30:00,,372 ,2,GH  ,97
LH  452 ,357191,DAIXE ,A359,LAX ,S,16.10.2023 12:30:00,16.10.2023 12:40:00,255 ,2,GH  ,86
X3  123 ,358395,DATUA ,B738,DLM ,L,16.10.2023 12:30:00,16.10.2023 12:52:00,186 ,1,SPL ,30
LH  428 ,357199,DAIHP ,A346,CLT ,S,16.10.2023 12:30:00,16.10.2023 13:30:00,353 ,2,GH  ,60
NZ 4214 ,358976,,A359,LAX ,S,16.10.2023 12:30:00,,,2,GH  ,53
OS 7329 ,358984,,A359,LAX ,S,16.10.2023 12:30:00,,,2,SPL ,53
UA 9261 ,359288,,A346,CLT ,S,16.10.2023 12:30:00,,,2,GH  ,53
SN 7246 ,359082,,A359,LAX ,S,16.10.2023 12:30:00,,,2,SPL ,53
EW 7173 ,357064,DAENG ,A20N,HAM ,S,16.10.2023 12:30:00,16.10.2023 12:40:00,118 ,1,SPL ,67
LH 5378 ,358778,,A20N,HAM ,S,16.10.2023 12:30:00,,,1,GH  ,53
MILTA   ,389413,MILTA ,F900,,F,16.10.2023 12:30:00,16.10.2023 12:50:00,H10 ,,GH  ,80
PC 1020 ,357983,TCRBU ,A21N,SAW ,S,16.10.2023 12:35:00,16.10.2023 12:55:00,188 ,1,GH  ,67
MBU6599 ,357833,ESMBA ,A20N,CHQ ,L,16.10.2023 12:35:00,16.10.2023 14:40:00,120 ,1,GH  ,15
LH 1687 ,357287,DACKH ,CRJ9,DEB ,L,16.10.2023 12:35:00,16.10.2023 13:05:00,234 ,2,SPL ,20
LH 2303 ,357575,DAIBD ,A319,AMS ,L,16.10.2023 12:35:00,16.10.2023 13:47:00,217B,2,GH  ,15
TG 7853 ,358121,,A319,AMS ,L,16.10.2023 12:35:00,,,2,GH  ,03
AC 9482 ,356824,,A319,AMS ,L,16.10.2023 12:35:00,,,2,SPL ,03
LH 2081 ,389394,DAIRS ,A321,,F,16.10.2023 12:37:00,16.10.2023 12:39:00,205B,,GH  ,80
TG  924 ,386480,HSTHP ,A359,,F,16.10.2023 12:40:00,16.10.2023 12:15:00,372 ,,GH  ,80
CX 7160 ,358647,,A319,LHR ,S,16.10.2023 12:40:00,,,1,GH  ,53
AA 6544 ,358461,,A319,LHR ,S,16.10.2023 12:40:00,,,1,SPL ,53
BA  951 ,356896,GEUOF ,A319,LHR ,S,16.10.2023 12:40:00,16.10.2023 12:43:00,112 ,1,SPL ,86
LH  415 ,389370,DAIHU ,A346,,F,16.10.2023 12:44:00,,318 ,,GH  ,99
LH  415 ,389419,DAIHU ,A346,,F,16.10.2023 12:44:00,,207A,,GH  ,99
LH  475 ,386556,DAIVD ,A359,,F,16.10.2023 12:45:00,16.10.2023 12:46:00,214 ,,GH  ,67
DCAWP   ,356944,DCAWP ,C56X,EHAM,L,16.10.2023 12:45:00,16.10.2023 11:53:00,583S, ,GH  ,49
UA 8784 ,358246,,A346,IAD ,L,16.10.2023 12:45:00,,,2,GH  ,03
LH  415 ,357194,DAIHU ,A346,IAD ,L,16.10.2023 12:45:00,16.10.2023 11:55:00,207A,2,GH  ,43
LY 9042 ,357828,,A20N,LIS ,L,16.10.2023 12:45:00,,,2,GH  ,03
LH 6951 ,357739,,A20N,LIS ,L,16.10.2023 12:45:00,,,2,GH  ,03
S4 8017 ,358002,,A20N,LIS ,L,16.10.2023 12:45:00,,,2,GH  ,03
DCAWP   ,358653,DCAWP ,C56X,EDDV,S,16.10.2023 12:45:00,,583S, ,GH  ,53
TP  558 ,358141,CSTXG ,A21N,LIS ,L,16.10.2023 12:45:00,16.10.2023 13:01:00,205B,2,SPL ,25
OU 5711 ,357976,,A20N,LIS ,L,16.10.2023 12:45:00,,,2,GH  ,03
MS 9436 ,357856,,A20N,LIS ,L,16.10.2023 12:45:00,,,2,GH  ,03
LH 3822 ,358757,,BUS ,AUB ,S,16.10.2023 12:45:00,,,2,GH  ,53
A3 1751 ,356717,,A20N,LIS ,L,16.10.2023 12:45:00,,,2,GH  ,03
AD 7209 ,356852,,A20N,LIS ,L,16.10.2023 12:45:00,,,2,GH  ,03
MILTA   ,389414,MILTA ,F900,,N,16.10.2023 12:45:00,16.10.2023 13:00:00,592 ,,GH  ,25
AC 9658 ,358575,,A20N,FAO ,S,16.10.2023 12:50:00,,,2,SPL ,53
UA 9449 ,359309,,A320,BCN ,S,16.10.2023 12:50:00,,,2,GH  ,53
OU 5812 ,359020,,A359,SIN ,S,16.10.2023 12:50:00,,,2,GH  ,53
A3 1210 ,358420,,A359,SIN ,S,16.10.2023 12:50:00,,,2,GH  ,53
SQ  327 ,358068,9VSMC ,A359,SIN ,S,16.10.2023 12:50:00,16.10.2023 13:40:00,222A,2,GH  ,60
VA 5573 ,359348,,A359,SIN ,S,16.10.2023 12:50:00,,,2,GH  ,53
NZ 3327 ,358975,,A359,SIN ,S,16.10.2023 12:50:00,,,2,GH  ,53
AC 9226 ,358504,,A320,BCN ,S,16.10.2023 12:50:00,,,2,SPL ,53
TP 6676 ,359137,,A20N,FAO ,S,16.10.2023 12:50:00,,,2,SPL ,53
LH 1786 ,357653,DAINO ,A20N,FAO ,S,16.10.2023 12:50:00,16.10.2023 13:25:00,247 ,2,GH  ,60
LH 1814 ,357448,DAIUD ,A320,BCN ,S,16.10.2023 12:50:00,16.10.2023 12:50:00,310 ,2,GH  ,80
A3 1479 ,358429,,A320,BCN ,S,16.10.2023 12:50:00,,,2,GH  ,53
LH 9790 ,358857,,A359,SIN ,S,16.10.2023 12:50:00,,,2,GH  ,53
LH 1867 ,389384,DAISZ ,A321,,F,16.10.2023 12:50:00,,212B,,GH  ,99
LH 2081 ,389395,DAIRS ,A321,CTA ,N,16.10.2023 12:52:00,16.10.2023 12:49:00,352B,,GH  ,35
TG  924 ,386481,HSTHP ,A359,,N,16.10.2023 12:55:00,16.10.2023 12:25:00,209B,,GH  ,35
GQ  871 ,357104,SXTEC ,A20N,ATH ,S,16.10.2023 12:55:00,16.10.2023 13:00:00,116 ,1,GH  ,63
LH  413 ,389421,DAIHV ,A346,,F,16.10.2023 12:55:00,16.10.2023 12:09:00,M12W,,GH  ,88
LH  415 ,389371,DAIHU ,A346,,N,16.10.2023 12:59:00,,318 ,,GH  ,99
LH  415 ,389420,DAIHU ,A346,,N,16.10.2023 12:59:00,,207A,,GH  ,99
LH  475 ,386557,DAIVD ,A359,,N,16.10.2023 13:00:00,16.10.2023 12:56:00,251B,,GH  ,25
VY 3841 ,358375,ECKDT ,A320,PMI ,S,16.10.2023 13:00:00,16.10.2023 13:00:00,115A,1,SPL ,67
IB 5392 ,358689,,A320,PMI ,S,16.10.2023 13:00:00,,,1,SPL ,53
X3 4293 ,358400,DATUJ ,B738,RHO ,L,16.10.2023 13:00:00,16.10.2023 13:22:00,119 ,1,SPL ,15
UA 8854 ,358250,,A346,ORD ,L,16.10.2023 13:05:00,,,2,GH  ,03
LH  435 ,357200,DAIHI ,A346,ORD ,L,16.10.2023 13:05:00,16.10.2023 12:47:00,318 ,2,GH  ,35
X3 2238 ,358403,DAMAB ,B38M,LPA ,S,16.10.2023 13:05:00,16.10.2023 13:15:00,119 ,1,SPL ,63
FI  532 ,357093,TFICO ,B38M,KEF ,L,16.10.2023 13:05:00,16.10.2023 12:46:00,120 ,1,GH  ,35
TK 7739 ,358136,TCLUM ,A21N,SAW ,S,16.10.2023 13:05:00,16.10.2023 13:20:00,111 ,1,GH  ,60
TK 8795 ,358137,,B38M,KEF ,L,16.10.2023 13:05:00,,,1,GH  ,01
AC 9460 ,356821,,A346,ORD ,L,16.10.2023 13:05:00,,,2,SPL ,03
B6 5632 ,356892,,B38M,KEF ,L,16.10.2023 13:05:00,,,1,GH  ,01
LH 1867 ,389385,DAISZ ,A321,HAM ,N,16.10.2023 13:05:00,,352A,,GH  ,99
UA 8954 ,358264,,A320,FRA ,L,16.10.2023 13:10:00,,,2,GH  ,01
LH  104 ,357174,DAIQU ,A320,FRA ,L,16.10.2023 13:10:00,16.10.2023 13:28:00,220B,2,SPL ,03
LH  477 ,357209,DAIVB ,A359,YVR ,L,16.10.2023 13:10:00,16.10.2023 14:07:00,250 ,2,GH  ,15
TG 7934 ,358123,,A320,FRA ,L,16.10.2023 13:10:00,,,2,GH  ,01
AC 9391 ,356804,,A320,FRA ,L,16.10.2023 13:10:00,,,2,SPL ,03
AC 9432 ,356816,,A359,YVR ,L,16.10.2023 13:10:00,,,2,SPL ,03
LH  413 ,389422,DAIHV ,A346,,N,16.10.2023 13:10:00,16.10.2023 12:19:00,H18T,,GH  ,49
LX 4045 ,371777,,A359,GIG ,L,16.10.2023 13:15:00,,,2,SPL ,03
EK  049 ,356972,A6EDY ,A388,DXB ,L,16.10.2023 13:15:00,16.10.2023 13:22:00,113X,1,GH  ,15
PHTXA   ,357986,PHTXA ,C56X,KJK ,L,16.10.2023 13:15:00,,, ,GH  ,97
QF 8049 ,357990,,A388,DXB ,L,16.10.2023 13:15:00,,,1,GH  ,01
UA 8861 ,358251,,A359,LAX ,L,16.10.2023 13:15:00,,,2,GH  ,03
LH  501 ,357215,DAIXK ,A359,GIG ,L,16.10.2023 13:15:00,16.10.2023 13:27:00,249A,2,GH  ,15
SN 7247 ,358064,,A359,LAX ,L,16.10.2023 13:15:00,,,2,SPL ,03
LH  453 ,357204,DAIXC ,A359,LAX ,L,16.10.2023 13:15:00,16.10.2023 13:28:00,255 ,2,GH  ,15
XQ  131 ,358405,TCSEK ,B738,AYT ,S,16.10.2023 13:15:00,16.10.2023 13:15:00,110 ,1,SPL ,63
LH 2060 ,357469,DAISZ ,A321,HAM ,S,16.10.2023 13:15:00,16.10.2023 14:58:00,212B,2,GH  ,59
OS 7330 ,357932,,A359,LAX ,L,16.10.2023 13:15:00,,,2,SPL ,03
NZ 4215 ,357915,,A359,LAX ,L,16.10.2023 13:15:00,,,2,GH  ,03
LH 9590 ,358853,,B738,AYT ,S,16.10.2023 13:15:00,,,1,SPL ,53
XQ  976 ,358414,TCSEU ,B738,ADB ,L,16.10.2023 13:20:00,16.10.2023 13:33:00,110 ,1,SPL ,15
LH 9577 ,357782,,B738,ADB ,L,16.10.2023 13:20:00,,,1,SPL ,03
AM 6292 ,371767,,E295,AMS ,L,16.10.2023 13:25:00,,,1,GH  ,01
CZ 7673 ,356942,,E295,AMS ,L,16.10.2023 13:25:00,,,1,GH  ,01
DL 9361 ,356960,,E295,AMS ,L,16.10.2023 13:25:00,,,1,GH  ,01
LH 2304 ,357414,DACNO ,CRJ9,AMS ,S,16.10.2023 13:25:00,16.10.2023 13:25:00,231 ,2,SPL ,59
KL 1795 ,357131,PHNXE ,E295,AMS ,L,16.10.2023 13:25:00,16.10.2023 13:33:00,121 ,1,SPL ,15
MF 9985 ,357841,,E295,AMS ,L,16.10.2023 13:25:00,,,1,GH  ,01
A3 1412 ,358422,,CRJ9,AMS ,S,16.10.2023 13:25:00,,,2,GH  ,53
X3 2162 ,358396,DATUA ,B738,FUE ,S,16.10.2023 13:25:00,16.10.2023 13:50:00,186 ,1,SPL ,60
AC 9314 ,358513,,CRJ9,AMS ,S,16.10.2023 13:25:00,,,2,SPL ,53
GA 9372 ,357100,,E295,AMS ,L,16.10.2023 13:25:00,,,1,GH  ,01
AR 7804 ,356880,,E295,AMS ,L,16.10.2023 13:25:00,,,1,GH  ,01
FI 7014 ,371771,,A321,IST ,L,16.10.2023 13:30:00,,,1,GH  ,01
GF 6021 ,371772,,A321,IST ,L,16.10.2023 13:30:00,,,1,GH  ,01
QR  057 ,357992,A7ALD ,A359,DOH ,L,16.10.2023 13:30:00,16.10.2023 13:28:00,117A,1,GH  ,15
UA 8944 ,358261,,CRJ9,LEJ ,L,16.10.2023 13:30:00,,,2,GH  ,03
LH 3825 ,357691,,BUS ,AUB ,L,16.10.2023 13:30:00,,,2,GH  ,01
LH 2167 ,357514,DACNV ,CRJ9,LEJ ,L,16.10.2023 13:30:00,,233 ,2,SPL ,03
KM 2810 ,358704,,CRJ9,DUS ,S,16.10.2023 13:30:00,,,2,GH  ,53
VA 6031 ,358366,,A359,DOH ,L,16.10.2023 13:30:00,,,1,GH  ,01
WY 6241 ,358394,,A359,DOH ,L,16.10.2023 13:30:00,,,1,GH  ,01
LH 2057 ,357470,DAIRX ,A321,HAM ,L,16.10.2023 13:30:00,16.10.2023 14:34:00,302B,2,GH  ,03
UL 3592 ,358356,,A359,DOH ,L,16.10.2023 13:30:00,,,1,GH  ,01
TP 7762 ,359178,,CRJ9,DUS ,S,16.10.2023 13:30:00,,,2,SPL ,53
LH 7318 ,358810,,B77W,PEK ,S,16.10.2023 13:30:00,,,2,GH  ,53
LH 2016 ,357288,DACNW ,CRJ9,DUS ,S,16.10.2023 13:30:00,16.10.2023 13:30:00,348N,2,SPL ,60
TK 1633 ,358128,TCJSR ,A321,IST ,L,16.10.2023 13:30:00,16.10.2023 13:37:00,111 ,1,GH  ,15
MH 9219 ,357842,,A359,DOH ,L,16.10.2023 13:30:00,,,1,GH  ,01
CA  962 ,356916,B2047 ,B77W,PEK ,S,16.10.2023 13:30:00,16.10.2023 13:40:00,216 ,2,GH  ,60
AC 9369 ,356797,,CRJ9,LEJ ,L,16.10.2023 13:30:00,,,2,SPL ,03
MILTA   ,389415,MILTA ,F900,,F,16.10.2023 13:30:00,,592 ,,GH  ,53
AD 7357 ,358584,,A20N,LIS ,S,16.10.2023 13:35:00,,,2,GH  ,53
UA 9212 ,359276,,A319,FCO ,S,16.10.2023 13:35:00,,,2,GH  ,53
OU 5730 ,359019,,A20N,LIS ,S,16.10.2023 13:35:00,,,2,GH  ,53
S4 8777 ,359033,,A20N,LIS ,S,16.10.2023 13:35:00,,,2,GH  ,53
LH 6970 ,358806,,A20N,LIS ,S,16.10.2023 13:35:00,,,2,GH  ,53
TP  557 ,358142,CSTXG ,A21N,LIS ,S,16.10.2023 13:35:00,16.10.2023 13:51:00,205B,2,SPL ,60
AC 9499 ,358547,,A319,FCO ,S,16.10.2023 13:35:00,,,2,SPL ,53
LH 1868 ,357576,DAIBD ,A319,FCO ,S,16.10.2023 13:35:00,,217B,2,GH  ,59
AC 2656 ,358467,,A20N,LIS ,S,16.10.2023 13:35:00,,,2,SPL ,53
LH 2501 ,357668,DAIZN ,A320,MAN ,L,16.10.2023 13:40:00,,215A,2,GH  ,03
LH 5393 ,357712,,A320,PRN ,L,16.10.2023 13:40:00,,,1,GH  ,01
UA 9230 ,358293,,A20N,LHR ,L,16.10.2023 13:40:00,,,2,GH  ,03
UA 8985 ,358266,,A320,MAN ,L,16.10.2023 13:40:00,,,2,GH  ,03
LX 3801 ,357822,,A319,BIO ,L,16.10.2023 13:40:00,,,2,SPL ,03
MBU6025 ,357830,LYVUT ,A320,AGP ,L,16.10.2023 13:40:00,16.10.2023 13:53:00,189 ,1,GH  ,15
LH 2229 ,357541,DAIWA ,A320,CDG ,L,16.10.2023 13:40:00,16.10.2023 14:44:00,204A,2,GH  ,03
UA 9430 ,358316,,A320,CDG ,L,16.10.2023 13:40:00,,,2,GH  ,03
UA 9455 ,358324,,A319,BIO ,L,16.10.2023 13:40:00,,,2,GH  ,03
LH 1825 ,357358,DAILS ,A319,BIO ,L,16.10.2023 13:40:00,16.10.2023 14:50:00,222B,2,GH  ,03
LH 2473 ,357654,DAINV ,A20N,LHR ,L,16.10.2023 13:40:00,16.10.2023 14:21:00,223B,2,GH  ,03
EW 6614 ,357059,9HEUR ,A320,PRN ,L,16.10.2023 13:40:00,16.10.2023 14:06:00,115B,1,SPL ,15
OS 7358 ,357935,,A320,MAN ,L,16.10.2023 13:40:00,,,2,SPL ,03
LH 2013 ,357449,DAINR ,A20N,DUS ,L,16.10.2023 13:40:00,16.10.2023 13:48:00,202B,2,GH  ,03
AC 9342 ,356795,,A319,BIO ,L,16.10.2023 13:40:00,,,2,SPL ,03
LH  475 ,386496,DAIVD ,A359,,F,16.10.2023 13:45:00,,251B,,GH  ,99
UA 9291 ,358303,,A20N,BCN ,L,16.10.2023 13:45:00,,,2,GH  ,03
LH 1713 ,357305,DAIWD ,A320,TIA ,L,16.10.2023 13:45:00,16.10.2023 14:12:00,248A,2,GH  ,15
LH 1811 ,357346,DAIDM ,A321,BCN ,L,16.10.2023 13:45:00,16.10.2023 15:08:00,245 ,2,GH  ,03
TP 6671 ,358144,,A320,TIA ,L,16.10.2023 13:45:00,,,2,SPL ,03
LH 3804 ,358752,,BUS ,NUE ,S,16.10.2023 13:45:00,,,2,GH  ,53
AC 9315 ,356791,,A20N,BCN ,L,16.10.2023 13:45:00,,,2,SPL ,03
AV 6504 ,356881,,A20N,BCN ,L,16.10.2023 13:45:00,,,2,SPL ,03
MILTA   ,389416,MILTA ,F900,,N,16.10.2023 13:45:00,,H10 ,,GH  ,03
LH 2509 ,357674,DAILP ,A319,BHX ,L,16.10.2023 13:50:00,,321 ,2,GH  ,03
UA 9219 ,358291,,A21N,OTP ,L,16.10.2023 13:50:00,,,2,GH  ,03
UA 9444 ,358321,,A20N,GOT ,L,16.10.2023 13:50:00,,,2,GH  ,03
SK 3631 ,358024,,A20N,GOT ,L,16.10.2023 13:50:00,,,2,SPL ,03
SK 3687 ,358033,,A320,OSL ,L,16.10.2023 13:50:00,,,2,SPL ,03
DE 1572 ,358657,DATCA ,A321,FNC ,S,16.10.2023 13:50:00,16.10.2023 13:50:00,192 ,1,GH  ,59
LH 1651 ,357263,DAIEJ ,A21N,OTP ,L,16.10.2023 13:50:00,16.10.2023 14:26:00,219A,2,GH  ,15
UA 8762 ,358242,,A320,OSL ,L,16.10.2023 13:50:00,,,2,GH  ,03
LH 1855 ,357372,IADJS ,E195,MXP ,L,16.10.2023 13:50:00,16.10.2023 15:57:00,516S,2,SPL ,03
LH 2429 ,357624,DAIJI ,A20N,GOT ,L,16.10.2023 13:50:00,16.10.2023 14:26:00,217B,2,GH  ,15
UA 8783 ,358245,,E195,MXP ,L,16.10.2023 13:50:00,,,2,GH  ,03
LH 2453 ,357642,DAIWI ,A320,OSL ,L,16.10.2023 13:50:00,16.10.2023 14:17:00,244 ,2,GH  ,15
AC 9251 ,356785,,E195,MXP ,L,16.10.2023 13:50:00,,,2,SPL ,03
AC 9390 ,356803,,A20N,GOT ,L,16.10.2023 13:50:00,,,2,SPL ,03
AC 9442 ,356818,,A21N,OTP ,L,16.10.2023 13:50:00,,,2,SPL ,03
AC 9488 ,356829,,A320,OSL ,L,16.10.2023 13:50:00,,,2,SPL ,03
LH 2517 ,357679,DAIUV ,A320,DUB ,L,16.10.2023 13:55:00,,246 ,2,GH  ,03
UA 9245 ,358295,,A320,SOF ,L,16.10.2023 13:55:00,,,2,GH  ,03
LX 3817 ,357823,,A320,SOF ,L,16.10.2023 13:55:00,,,2,SPL ,03
X3 4282 ,358401,DATUJ ,B738,HER ,S,16.10.2023 13:55:00,16.10.2023 14:15:00,119 ,1,SPL ,53
UA 9488 ,358333,,A319,LYS ,L,16.10.2023 13:55:00,,,2,GH  ,03
LH 1703 ,357297,DAIWE ,A320,SOF ,L,16.10.2023 13:55:00,,313 ,2,GH  ,03
LH 2249 ,357551,DAILA ,A319,LYS ,L,16.10.2023 13:55:00,16.10.2023 14:34:00,301A,2,GH  ,03
AC 9427 ,356815,,A319,LYS ,L,16.10.2023 13:55:00,,,2,SPL ,03
AC 9524 ,356834,,A320,SOF ,L,16.10.2023 13:55:00,,,2,SPL ,03
LH 1915 ,357403,DAIUW ,A320,PMO ,L,16.10.2023 13:55:00,,308 ,2,GH  ,03
LH  475 ,386497,DAIVD ,A359,,N,16.10.2023 14:00:00,,251B,,GH  ,99
LH  429 ,386506,DAIHP ,A346,,F,16.10.2023 14:00:00,16.10.2023 12:07:00,M16W,,GH  ,88
LH 1937 ,357415,DAIRL ,A321,BER ,L,16.10.2023 14:00:00,16.10.2023 14:30:00,311 ,2,GH  ,03
UA 8917 ,358260,,A319,CGN ,L,16.10.2023 14:00:00,,,2,GH  ,03
UA 9110 ,358273,,A320,ARN ,L,16.10.2023 14:00:00,,,2,GH  ,01
LH  109 ,357175,DAIQU ,A320,FRA ,S,16.10.2023 14:00:00,16.10.2023 14:20:00,220B,2,SPL ,53
LH 2147 ,357508,DACNN ,CRJ9,STR ,L,16.10.2023 14:00:00,16.10.2023 14:27:00,343N,2,SPL ,03
SK 3633 ,358025,,A320,ARN ,L,16.10.2023 14:00:00,,,2,SPL ,03
AC 9211 ,358500,,A320,FRA ,S,16.10.2023 14:00:00,,,2,SPL ,53
TP 7520 ,359148,,A321,BER ,S,16.10.2023 14:00:00,,,2,SPL ,99
OU 5365 ,357964,,A321,BER ,L,16.10.2023 14:00:00,,,2,GH  ,03
LH 2415 ,357616,DAIUF ,A320,ARN ,L,16.10.2023 14:00:00,,302A,2,GH  ,03
LH 1942 ,357379,DAIUC ,A320,BER ,S,16.10.2023 14:00:00,,328 ,2,GH  ,97
LH 1977 ,357434,DAIBP ,A319,CGN ,L,16.10.2023 14:00:00,,325 ,2,GH  ,03
AC 9530 ,358554,,A321,BER ,S,16.10.2023 14:00:00,,,2,SPL ,99
MS 9017 ,357853,,A319,CGN ,L,16.10.2023 14:00:00,,,2,GH  ,03
CA 6160 ,356927,,CRJ9,STR ,L,16.10.2023 14:00:00,,,2,GH  ,03
AC 9016 ,356763,,A321,BER ,L,16.10.2023 14:00:00,,,2,SPL ,03
AC 9386 ,356802,,A319,CGN ,L,16.10.2023 14:00:00,,,2,SPL ,03
AC 9486 ,356828,,A320,ARN ,L,16.10.2023 14:00:00,,,2,SPL ,03
LH  425 ,386508,DAIMM ,A388,,F,16.10.2023 14:05:00,,602 ,,GH  ,99
AM 6227 ,358598,,E295,AMS ,S,16.10.2023 14:05:00,,,1,GH  ,53
EN 8731 ,357037,IADJX ,E195,DRS ,L,16.10.2023 14:05:00,,521S,2,SPL ,03
MU 1596 ,358913,,E295,AMS ,S,16.10.2023 14:05:00,,,1,SPL ,53
